"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"POST","/api/v2/admin/system/cron-jobs/{id}/run","1","admin/api/adminApi.ts","1029","exists","POST","[\App\Http\Controllers\Api\AdminConfigController::class, 'runCronJob']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/system/cron-jobs/{id}/settings","1","admin/api/adminApi.ts","2655","exists","GET","[\App\Http\Controllers\Api\AdminCronController::class, 'getJobSettings']","exists-compatibility","GET","AdminCompatibility3"
"PUT","/api/v2/admin/system/cron-jobs/{id}/settings","1","admin/api/adminApi.ts","2658","exists","PUT","[\App\Http\Controllers\Api\AdminCronController::class, 'updateJobSettings']","exists-compatibility","PUT","AdminCompatibility3"
"GET","/api/v2/admin/system/cron-jobs/health","1","admin/api/adminApi.ts","2668","exists","GET","[\App\Http\Controllers\Api\AdminCronController::class, 'getHealthMetrics']","exists-compatibility","GET","AdminCompatibility3"
"DELETE","/api/v2/admin/system/cron-jobs/logs","1","admin/api/adminApi.ts","2651","exists","DELETE","[\App\Http\Controllers\Api\AdminCronController::class, 'clearLogs']","exists-compatibility","DELETE","AdminCompatibility3"
"GET","/api/v2/admin/system/cron-jobs/logs","1","admin/api/adminApi.ts","2645","exists","GET","[\App\Http\Controllers\Api\AdminCronController::class, 'getLogs']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/system/cron-jobs/logs/{id}","1","admin/api/adminApi.ts","2648","exists","GET","[\App\Http\Controllers\Api\AdminCronController::class, 'getLogDetail']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/system/cron-jobs/settings","1","admin/api/adminApi.ts","2661","exists","GET","[\App\Http\Controllers\Api\AdminCronController::class, 'getGlobalSettings']","exists-compatibility","GET","AdminCompatibility3"
"PUT","/api/v2/admin/system/cron-jobs/settings","1","admin/api/adminApi.ts","2664","exists","PUT","[\App\Http\Controllers\Api\AdminCronController::class, 'updateGlobalSettings']","exists-compatibility","PUT","AdminCompatibility3"
"POST","/api/v2/admin/timebanking/adjust-balance","1","admin/api/adminApi.ts","687","exists","POST","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'adjustBalance']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/timebanking/alerts","1","admin/api/adminApi.ts","680","exists","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'alerts']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/timebanking/alerts/{id}","1","admin/api/adminApi.ts","684","exists","PUT","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'updateAlert']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/timebanking/org-wallets","1","admin/api/adminApi.ts","690","exists","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'orgWallets']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/timebanking/stats","1","admin/api/adminApi.ts","676","exists","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'stats']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/timebanking/user-report","1","admin/api/adminApi.ts","712","exists","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'userReport']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/timebanking/user-statement","1","admin/api/adminApi.ts","736","exists","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'userStatement']","exists-compatibility","GET","AdminCompatibility"
"UNRESOLVED","/api/v2/admin/timebanking/user-statement","1","admin/api/adminApi.ts","727","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminTimebankingController::class, 'userStatement']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/tools/404-errors","1","admin/api/adminApi.ts","1952","exists","GET","[\App\Http\Controllers\Api\AdminToolsController::class, 'get404Errors']","exists","GET","AdminTools"
"DELETE","/api/v2/admin/tools/404-errors/{id}","1","admin/api/adminApi.ts","1954","exists","DELETE","[\App\Http\Controllers\Api\AdminToolsController::class, 'delete404Error']","exists-compatibility","DELETE","AdminCompatibility"
"GET","/api/v2/admin/tools/blog-backups","1","admin/api/adminApi.ts","1964","exists","GET","[\App\Http\Controllers\Api\AdminToolsController::class, 'getBlogBackups']","exists-compatibility","GET","AdminCompatibility"
"POST","/api/v2/admin/tools/blog-backups/{id}/restore","1","admin/api/adminApi.ts","1967","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'restoreBlogBackup']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/tools/health-check","1","admin/api/adminApi.ts","1956","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'runHealthCheck']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/tools/redirects","1","admin/api/adminApi.ts","1945","exists","GET","[\App\Http\Controllers\Api\AdminToolsController::class, 'getRedirects']","exists","GET","AdminTools"
"POST","/api/v2/admin/tools/redirects","1","admin/api/adminApi.ts","1947","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'createRedirect']","exists","POST","AdminTools"
"DELETE","/api/v2/admin/tools/redirects/{id}","1","admin/api/adminApi.ts","1948","exists","DELETE","[\App\Http\Controllers\Api\AdminToolsController::class, 'deleteRedirect']","exists-compatibility","DELETE","AdminCompatibility"
"POST","/api/v2/admin/tools/seed","1","admin/api/adminApi.ts","1962","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'runSeedGenerator']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/tools/seo-audit","1","admin/api/adminApi.ts","1973","exists","GET","[\App\Http\Controllers\Api\AdminToolsController::class, 'getSeoAudit']","exists-compatibility","GET","AdminCompatibility"
"POST","/api/v2/admin/tools/seo-audit","1","admin/api/adminApi.ts","1970","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'runSeoAudit']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/tools/webp-convert","1","admin/api/adminApi.ts","1959","exists","POST","[\App\Http\Controllers\Api\AdminToolsController::class, 'runWebpConversion']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/tools/webp-stats","1","admin/api/adminApi.ts","1958","exists","GET","[\App\Http\Controllers\Api\AdminToolsController::class, 'getWebpStats']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/translation/glossary","2","admin/api/adminApi.ts;admin/modules/config/TranslationConfig.tsx","509","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getGlossary']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/translation/glossary","2","admin/api/adminApi.ts;admin/modules/config/TranslationConfig.tsx","514","exists","POST","[\App\Http\Controllers\Api\AdminConfigController::class, 'createGlossaryEntry']","exists","POST","AdminExplicitParity"
"DELETE","/api/v2/admin/translation/glossary/{id}","2","admin/api/adminApi.ts;admin/modules/config/TranslationConfig.tsx","520","exists","DELETE","[\App\Http\Controllers\Api\AdminConfigController::class, 'deleteGlossaryEntry']","exists","DELETE","AdminExplicitParity"
"GET","/api/v2/admin/users","1","admin/api/adminApi.ts","193","exists","GET","[\App\Http\Controllers\Api\AdminUsersController::class, 'index']","exists","GET","Admin"
"POST","/api/v2/admin/users","1","admin/api/adminApi.ts","200","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'store']","exists-compatibility","POST","AdminCompatibility"
"DELETE","/api/v2/admin/users/{id}","1","admin/api/adminApi.ts","206","exists","DELETE","[\App\Http\Controllers\Api\AdminUsersController::class, 'destroy']","exists-compatibility","DELETE","AdminCompatibility"
"GET","/api/v2/admin/users/{id}","1","admin/api/adminApi.ts","197","exists","GET","[\App\Http\Controllers\Api\AdminUsersController::class, 'show']","exists","GET","Admin"
"PUT","/api/v2/admin/users/{id}","1","admin/api/adminApi.ts","203","exists","PUT","[\App\Http\Controllers\Api\AdminUsersController::class, 'update']","exists","PUT","Admin"
"POST","/api/v2/admin/users/{id}/approve","1","admin/api/adminApi.ts","209","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'approve']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/badges","1","admin/api/adminApi.ts","224","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'addBadge']","exists-compatibility","POST","AdminCompatibility"
"DELETE","/api/v2/admin/users/{id}/badges/{id}","1","admin/api/adminApi.ts","227","exists","DELETE","[\App\Http\Controllers\Api\AdminUsersController::class, 'removeBadge']","exists-compatibility","DELETE","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/badges/recheck","1","admin/api/adminApi.ts","240","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'recheckBadges']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/ban","1","admin/api/adminApi.ts","215","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'ban']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/users/{id}/consents","1","admin/api/adminApi.ts","243","exists","GET","[\App\Http\Controllers\Api\AdminUsersController::class, 'getConsents']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/users/{id}/global-super-admin","1","admin/api/adminApi.ts","237","exists","PUT","[\App\Http\Controllers\Api\AdminUsersController::class, 'setGlobalSuperAdmin']","exists-compatibility","PUT","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/impersonate","1","admin/api/adminApi.ts","233","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'impersonate']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/password","1","admin/api/adminApi.ts","246","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'setPassword']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/reactivate","1","admin/api/adminApi.ts","218","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'reactivate']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/reset-2fa","1","admin/api/adminApi.ts","221","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'reset2fa']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/send-password-reset","1","admin/api/adminApi.ts","249","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'sendPasswordReset']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/send-verification-email","1","admin/api/adminApi.ts","252","exists","POST","[\App\Http\Controllers\Api\EmailVerificationController::class, 'adminResendVerification']","exists-compatibility","POST","AdminSystemUtilityCompatibility"
"POST","/api/v2/admin/users/{id}/send-welcome-email","1","admin/api/adminApi.ts","255","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'sendWelcomeEmail']","exists-compatibility","POST","AdminCompatibility"
"PUT","/api/v2/admin/users/{id}/super-admin","1","admin/api/adminApi.ts","235","exists","PUT","[\App\Http\Controllers\Api\AdminUsersController::class, 'setSuperAdmin']","exists-compatibility","PUT","AdminCompatibility"
"POST","/api/v2/admin/users/{id}/suspend","1","admin/api/adminApi.ts","212","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'suspend']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/badges/recheck-all","1","admin/api/adminApi.ts","230","exists","POST","[\App\Http\Controllers\Api\AdminGamificationController::class, 'recheckAll']","exists-compatibility","POST","AdminCompatibility"
"POST","/api/v2/admin/users/bulk-approve","1","admin/api/adminApi.ts","270","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'bulkApprove']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/users/bulk-suspend","1","admin/api/adminApi.ts","273","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'bulkSuspend']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/users/import","1","admin/api/adminApi.ts","261","exists","POST","[\App\Http\Controllers\Api\AdminUsersController::class, 'import']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/users/import/template","1","admin/api/adminApi.ts","266","exists","GET","[\App\Http\Controllers\Api\AdminUsersController::class, 'importTemplate']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/vetting","1","admin/api/adminApi.ts","2564","exists","GET","[\App\Http\Controllers\Api\AdminVettingController::class, 'list']","exists","GET","AdminSafeguardingVetting"
"GET","/api/v2/admin/vetting/{id}","1","admin/api/adminApi.ts","2580","exists","GET","[\App\Http\Controllers\Api\AdminVettingController::class, 'show']","exists","GET","AdminSafeguardingVetting"
"GET","/api/v2/admin/vetting/policy","1","admin/api/adminApi.ts","2571","exists","GET","[\App\Http\Controllers\Api\AdminVettingController::class, 'policy']","exists","GET","AdminSafeguardingVetting"
"PUT","/api/v2/admin/vetting/policy","1","admin/api/adminApi.ts","2575","exists","PUT","[\App\Http\Controllers\Api\AdminVettingController::class, 'updatePolicy']","exists","PUT","AdminSafeguardingVetting"
"POST","/api/v2/admin/vetting/reviews/{id}/resolve","1","admin/api/adminApi.ts","2598","exists","POST","[\App\Http\Controllers\Api\AdminVettingController::class, 'resolveReview']","exists","POST","AdminSafeguardingVetting"
"GET","/api/v2/admin/vetting/stats","1","admin/api/adminApi.ts","2568","exists","GET","[\App\Http\Controllers\Api\AdminVettingController::class, 'stats']","exists","GET","AdminSafeguardingVetting;AdminVetting"
"GET","/api/v2/admin/vetting/user/{id}","1","admin/api/adminApi.ts","2583","exists","GET","[\App\Http\Controllers\Api\AdminVettingController::class, 'getUserRecords']","exists","GET","AdminSafeguardingVetting"
"POST","/api/v2/admin/vetting/user/{id}/confirm","1","admin/api/adminApi.ts","2586","exists","POST","[\App\Http\Controllers\Api\AdminVettingController::class, 'confirm']","exists","POST","AdminSafeguardingVetting"
"POST","/api/v2/admin/vetting/user/{id}/revoke","1","admin/api/adminApi.ts","2592","exists","POST","[\App\Http\Controllers\Api\AdminVettingController::class, 'revoke']","exists","POST","AdminSafeguardingVetting"
"GET","/api/v2/admin/volunteering","1","admin/api/adminApi.ts","1439","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'index']","exists-compatibility","GET","AdminCompatibility2"
"GET","/api/v2/admin/volunteering/activity-feed","1","admin/api/adminApi.ts","1514","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'activityFeed']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/applications","1","admin/api/adminApi.ts","1496","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'applications']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/approvals","1","admin/api/adminApi.ts","1441","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'approvals']","exists-compatibility","GET","AdminCompatibility2"
"POST","/api/v2/admin/volunteering/approvals/{id}/approve","1","admin/api/adminApi.ts","1444","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'approveApplication']","exists-compatibility","POST","AdminCompatibility2"
"POST","/api/v2/admin/volunteering/approvals/{id}/decline","1","admin/api/adminApi.ts","1447","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'declineApplication']","exists-compatibility","POST","AdminCompatibility2"
"GET","/api/v2/admin/volunteering/community-projects","1","admin/api/adminApi.ts","1543","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'adminCommunityProjects']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/community-projects/{id}/review","1","admin/api/adminApi.ts","1545","exists","PUT","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'reviewCommunityProject']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/custom-fields","1","admin/api/adminApi.ts","1548","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'adminCustomFields']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/custom-fields","1","admin/api/adminApi.ts","1549","exists","POST","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'createCustomField']","exists","POST","AdminExplicitParity"
"DELETE","/api/v2/admin/volunteering/custom-fields/{id}","1","admin/api/adminApi.ts","1551","exists","DELETE","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'deleteCustomField']","exists","DELETE","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/custom-fields/{id}","1","admin/api/adminApi.ts","1550","exists","PUT","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'updateCustomField']","exists","PUT","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/custom-fields/reorder","1","admin/api/adminApi.ts","1580","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'reorderCustomFields']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/donations","1","admin/api/adminApi.ts","3034","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'listDonations']","exists-compatibility","GET","LaravelReactUtilityCompatibility"
"POST","/api/v2/admin/volunteering/donations/{id}/complete","1","admin/api/adminApi.ts","3047","exists","POST","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'completeDonation']","exists-compatibility","POST","LaravelReactUtilityCompatibility"
"GET","/api/v2/admin/volunteering/donations/export","1","admin/api/adminApi.ts","1535","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'exportDonations']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/expenses","1","admin/api/adminApi.ts","1501","exists","GET","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'adminExpenses']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/expenses/{id}","1","admin/api/adminApi.ts","1503","exists","PUT","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'reviewExpense']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/expenses/{id}/receipt","1","admin/api/adminApi.ts","1505","exists","GET","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'downloadReceipt']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/expenses/export","1","admin/api/adminApi.ts","1504","exists","GET","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'exportExpenses']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/expenses/policies","1","admin/api/adminApi.ts","1506","exists","GET","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'getExpensePolicies']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/expenses/policies","1","admin/api/adminApi.ts","1508","exists","PUT","[\App\Http\Controllers\Api\VolunteerExpenseController::class, 'updateExpensePolicy']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/giving-days","1","admin/api/adminApi.ts","1531","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'adminGivingDays']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/giving-days","1","admin/api/adminApi.ts","1532","exists","POST","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'createGivingDay']","exists","POST","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/giving-days/{id}","1","admin/api/adminApi.ts","1533","exists","PUT","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'updateGivingDay']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/giving-days/{id}/donors","1","admin/api/adminApi.ts","1573","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'givingDayDonors']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/giving-days/{id}/trends","1","admin/api/adminApi.ts","1576","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'givingDayTrends']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/guardian-consents","1","admin/api/adminApi.ts","1539","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'adminGuardianConsents']","exists","GET","VolunteerAdmin"
"GET","/api/v2/admin/volunteering/hours","1","admin/api/adminApi.ts","1467","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'listHours']","exists","GET","AdminVolunteerHours"
"POST","/api/v2/admin/volunteering/hours/{id}/verify","1","admin/api/adminApi.ts","1471","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'verifyHours']","exists","POST","AdminVolunteerHours"
"GET","/api/v2/admin/volunteering/incidents","1","admin/api/adminApi.ts","1522","exists","GET","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'adminIncidents']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/incidents/{id}","1","admin/api/adminApi.ts","1524","exists","PUT","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'updateIncident']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/organizations","1","admin/api/adminApi.ts","1449","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'organizations']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/organizations","1","admin/api/adminApi.ts","1555","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'createOrganization']","exists","POST","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/organizations/{id}","1","admin/api/adminApi.ts","1556","exists","PUT","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'updateOrganization']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/organizations/{id}/dlp","1","admin/api/adminApi.ts","1528","exists","PUT","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'assignDlp']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/organizations/{id}/members","1","admin/api/adminApi.ts","1554","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'organizationMembers']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/organizations/{id}/status","1","admin/api/adminApi.ts","1459","exists","PUT","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'updateOrgStatus']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/organizations/{id}/wallet/adjust","1","admin/api/adminApi.ts","1453","exists","PUT","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'adjustOrgWallet']","exists","PUT","AdminVolunteerOrganisationWallet"
"GET","/api/v2/admin/volunteering/organizations/{id}/wallet/transactions","1","admin/api/adminApi.ts","1456","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'orgWalletTransactions']","exists","GET","AdminVolunteerOrganisationWallet"
"GET","/api/v2/admin/volunteering/reminder-logs","1","admin/api/adminApi.ts","1590","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'reminderLogs']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/reminder-settings","1","admin/api/adminApi.ts","1559","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'getReminderSettings']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/reminder-settings","1","admin/api/adminApi.ts","1560","exists","PUT","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'updateReminderSettings']","exists","PUT","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/send-shift-reminders","1","admin/api/adminApi.ts","1561","exists","POST","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'sendShiftReminders']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/training","1","admin/api/adminApi.ts","1517","exists","GET","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'adminTraining']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/training/{id}/reject","1","admin/api/adminApi.ts","1519","exists","PUT","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'rejectTraining']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/training/{id}/verify","1","admin/api/adminApi.ts","1518","exists","PUT","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'verifyTraining']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/trends","1","admin/api/adminApi.ts","1511","exists","GET","[\App\Http\Controllers\Api\AdminVolunteerController::class, 'trends']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/webhooks","1","admin/api/adminApi.ts","1564","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'getWebhooks']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/webhooks","1","admin/api/adminApi.ts","1565","exists","POST","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'createWebhook']","exists","POST","AdminExplicitParity"
"DELETE","/api/v2/admin/volunteering/webhooks/{id}","1","admin/api/adminApi.ts","1567","exists","DELETE","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'deleteWebhook']","exists","DELETE","AdminExplicitParity"
"PUT","/api/v2/admin/volunteering/webhooks/{id}","1","admin/api/adminApi.ts","1566","exists","PUT","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'updateWebhook']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/webhooks/{id}/logs","1","admin/api/adminApi.ts","1569","exists","GET","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'getWebhookLogs']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/volunteering/webhooks/{id}/test","1","admin/api/adminApi.ts","1568","exists","POST","[\App\Http\Controllers\Api\VolunteerCommunityController::class, 'testWebhook']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/volunteering/wellbeing/alerts","1","admin/modules/volunteering/VolunteeringOverview.tsx","301","exists","GET","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'adminWellbeingAlerts']","exists","GET","VolunteerWellbeingAlerts"
"PUT","/api/v2/admin/volunteering/wellbeing/alerts/{id}","1","admin/modules/volunteering/VolunteeringOverview.tsx","320","exists","PUT","[\App\Http\Controllers\Api\VolunteerWellbeingController::class, 'updateWellbeingAlert']","exists","PUT","VolunteerWellbeingAlerts"
"POST","/api/v2/admin/wallet/grant","1","admin/api/adminApi.ts","748","exists","POST","[\App\Http\Controllers\Api\AdminWalletGrantController::class, 'store']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/wallet/grants","1","admin/api/adminApi.ts","744","exists","GET","[\App\Http\Controllers\Api\AdminWalletGrantController::class, 'index']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/ads/active","1","pages/feed/FeedPage.tsx","206","exists","GET","[\App\Http\Controllers\Api\LocalAdvertisingController::class, 'getActiveAds']","exists","GET","MiscParity"
"POST","/api/v2/ads/impression","1","components/feed/FeedAdCard.tsx","44","exists","POST","[\App\Http\Controllers\Api\LocalAdvertisingController::class, 'recordImpression']","exists","POST","MiscParity"
"POST","/api/v2/ads/impression/{id}/click","1","components/feed/FeedAdCard.tsx","68","exists","POST","[\App\Http\Controllers\Api\LocalAdvertisingController::class, 'recordClick']","exists","POST","MiscParity"
"POST","/api/v2/appreciations","1","components/social/AppreciationModal.tsx","61","exists","POST","[\App\Http\Controllers\Api\AppreciationsController::class, 'send']","exists","POST","MiscParity"
"POST","/api/v2/appreciations/{id}/react","1","pages/profile/AppreciationWallPage.tsx","92","exists","POST","[\App\Http\Controllers\Api\AppreciationsController::class, 'react']","exists","POST","MiscParity"
"GET","/api/v2/appreciations/most-appreciated","1","components/social/MostAppreciatedWidget.tsx","43","exists","GET","[\App\Http\Controllers\Api\AppreciationsController::class, 'mostAppreciated']","exists","GET","MiscParity"
"POST","/api/v2/auth/2fa/disable","1","pages/settings/SettingsPage.tsx","903","exists","POST","[\App\Http\Controllers\Api\TwoFactorController::class, 'disable']","exists","POST","Totp"
"POST","/api/v2/auth/2fa/setup","1","pages/settings/SettingsPage.tsx","844","exists","POST","[\App\Http\Controllers\Api\TwoFactorController::class, 'setup']","exists","POST","Totp"
